name,serving_size,calories,saturated_fat,protein,carbohydrate,fat,fiber,sugars,saturated_fatty_acids,monounsaturated_fatty_acids,Category,Type
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, eye of round steak, round",100 g,155,1.4g,29.85 g,0.00 g,3.90 g,0.0 g,0.00 g,1.410 g,1.644 g,Protein,Red Meat
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, top round roast, round",100 g,160,1.7g,29.90 g,0.00 g,4.49 g,0.0 g,0.00 g,1.671 g,1.918 g,Protein,Red Meat
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",100 g,183,3.2g,27.31 g,0.00 g,8.14 g,0.0 g,0.00 g,3.245 g,3.550 g,Protein,Red Meat
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast, chuck",100 g,231,4.3g,30.45 g,0.00 g,11.14 g,0.0 g,0.00 g,4.344 g,5.670 g,Protein,Red Meat
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast, chuck",100 g,216,3.5g,30.68 g,0.00 g,9.44 g,0.0 g,0.00 g,3.487 g,4.164 g,Protein,Red Meat
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, under blade steak, chuck",100 g,219,4g,31.35 g,0.00 g,10.41 g,0.0 g,0.00 g,3.981 g,5.041 g,Protein,Red Meat
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, boneless, sirloin half, leg, fresh, imported, Australian",100 g,138,2.3g,20.48 g,0.00 g,5.64 g,0,0,2.308 g,2.293 g,Protein,Other
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",100 g,162,1.6g,29.45 g,0.00 g,3.97 g,0.0 g,0.00 g,1.555 g,1.751 g,Protein,Red Meat
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",100 g,171,1.7g,29.79 g,0.00 g,4.83 g,0.0 g,0.00 g,1.656 g,1.959 g,Protein,Red Meat
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, shank half, leg, fresh, imported, Australian",100 g,182,2.9g,27.18 g,0.00 g,7.27 g,0,0,2.918 g,3.021 g,Protein,Other
"Lamb, braised, cooked,   trimmed to 1/8"" fat, separable lean only, arm, shoulder, fresh, imported, Australian",100 g,238,4.2g,34.17 g,0.00 g,10.23 g,0,0,4.173 g,4.160 g,Protein,Other
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",100 g,233,4.3g,30.06 g,0.00 g,12.54 g,0.0 g,0.00 g,4.311 g,5.304 g,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",100 g,196,3.8g,28.15 g,0.00 g,9.23 g,0.0 g,0.00 g,3.771 g,4.509 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",100 g,154,1.6g,29.47 g,0.00 g,3.98 g,0.0 g,0.00 g,1.557 g,1.748 g,Protein,Red Meat
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",100 g,190,2.5g,33.31 g,0.00 g,6.34 g,0.0 g,0.00 g,2.520 g,3.043 g,Protein,Red Meat
"Beef, raw, separable lean and fat, boneless, bottom round steak/roast, round, grass-fed, imported, Australian",100 g,140,2.5g,21.13 g,0.01 g,6.16 g,0.0 g,0.00 g,2.510 g,2.634 g,Protein,Red Meat
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",100 g,173,5g,19.25 g,0.00 g,10.67 g,0.0 g,0.00 g,4.998 g,5.732 g,Protein,Red Meat
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",100 g,163,1.7g,29.79 g,0.00 g,4.83 g,0.0 g,0.00 g,1.744 g,2.059 g,Protein,Red Meat
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",100 g,221,3g,32.10 g,0.00 g,10.24 g,0.0 g,0.00 g,3.000 g,6.400 g,Protein,Red Meat
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, top sirloin petite roast/filet, loin",100 g,128,1.3g,23.04 g,0.00 g,3.98 g,0.0 g,0.00 g,1.285 g,1.704 g,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, tip side, knuckle, round",100 g,168,1.9g,29.08 g,0.00 g,4.84 g,0.0 g,0.00 g,1.901 g,2.239 g,Protein,Red Meat
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye roast",100 g,218,4.5g,28.21 g,0.00 g,11.68 g,0.0 g,0.00 g,4.535 g,5.269 g,Protein,Red Meat
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, bone-in, center slice, leg, fresh, imported, Australian",100 g,143,2.4g,20.65 g,0.00 g,6.08 g,0,0,2.413 g,2.519 g,Protein,Other
"Fruit cocktail, solids and liquids, light syrup, canned, (peach and pineapple and pear and grape and cherry)",100 g,57,,0.40 g,14.93 g,0.07 g,1.0 g,13.93 g,0.010 g,0.014 g,Fruits,Fruits (Vegan)
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, top sirloin filet, loin",100 g,171,1.8g,30.58 g,0.00 g,5.37 g,0.0 g,0.00 g,1.803 g,2.498 g,Protein,Red Meat
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast",100 g,195,3g,28.33 g,0.82 g,8.76 g,0.0 g,0.00 g,3.014 g,3.862 g,Protein,Red Meat
"Pork, pan-broiled, cooked, with added solution, separable lean only, boneless, top loin (chops), loin, fresh",100 g,169,1.8g,28.95 g,0.00 g,5.00 g,0.0 g,0.00 g,1.797 g,2.406 g,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye steak",100 g,207,4.2g,27.97 g,0.00 g,10.57 g,0.0 g,0.00 g,4.200 g,4.866 g,Protein,Red Meat
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck",100 g,225,3.9g,32.21 g,0.00 g,10.74 g,0.0 g,0.00 g,3.888 g,4.521 g,Protein,Red Meat
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck",100 g,211,3.3g,31.86 g,0.00 g,9.34 g,0.0 g,0.00 g,3.263 g,3.782 g,Protein,Red Meat
"Fruit cocktail, solids and liquids, heavy syrup, canned, (peach and pineapple and pear and grape and cherry)",100 g,73,,0.39 g,18.91 g,0.07 g,1.0 g,17.91 g,0.010 g,0.013 g,Fruits,Fruits (Vegan)
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",100 g,220,5g,27.51 g,0.00 g,12.26 g,0.0 g,0.00 g,4.968 g,6.036 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",100 g,194,3.9g,27.70 g,0.00 g,9.29 g,0.0 g,0.00 g,3.868 g,4.191 g,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak",100 g,221,4.8g,27.40 g,0.00 g,12.43 g,0.0 g,0.00 g,4.794 g,5.628 g,Protein,Red Meat
"Fruit salad, solids and liquids, heavy syrup, canned, tropical, (pineapple and papaya and banana and guava)",100 g,86,,0.41 g,22.36 g,0.10 g,1.3 g,0,0.019 g,0.018 g,Carbs,Other
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, tri-tip roast, bottom sirloin",100 g,211,,26.05 g,0.00 g,11.07 g,0.0 g,0.00 g,0,0,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, top round steak, round",100 g,162,1.6g,30.09 g,0.00 g,3.77 g,0.0 g,0.00 g,1.556 g,1.794 g,Protein,Red Meat
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round",100 g,142,2g,21.59 g,0.00 g,5.53 g,0.0 g,0.00 g,2.000 g,2.503 g,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, lip off, boneless, rib eye steak",100 g,206,4.2g,28.11 g,0.00 g,10.37 g,0.0 g,0.00 g,4.200 g,4.866 g,Protein,Red Meat
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, steak, tip center, knuckle, round",100 g,188,2.8g,26.88 g,0.00 g,8.13 g,0.0 g,0.00 g,2.759 g,2.983 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, tip center, knuckle, round",100 g,162,2.1g,26.61 g,0.00 g,5.32 g,0.0 g,0.00 g,2.063 g,2.172 g,Protein,Red Meat
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, tenderloin roast, loin",100 g,177,3g,27.51 g,0.00 g,7.49 g,0.0 g,0.00 g,2.990 g,3.275 g,Protein,Red Meat
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, top round roast, round",100 g,162,1.4g,30.09 g,0.00 g,3.77 g,0.0 g,0.00 g,1.383 g,1.594 g,Protein,Red Meat
"Beef, grilled, cooked, all grades,  trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin",100 g,213,4g,28.16 g,0.00 g,10.32 g,0.0 g,0.00 g,4.026 g,4.516 g,Protein,Red Meat
"Fruit salad, solids and liquids, light syrup, canned, (peach and pear and apricot and pineapple and cherry)",100 g,58,,0.34 g,15.14 g,0.07 g,1.0 g,0,0.009 g,0.012 g,Carbs,Other
"Fruit salad, solids and liquids, heavy syrup, canned, (peach and pear and apricot and pineapple and cherry)",100 g,73,,0.34 g,19.11 g,0.07 g,1.0 g,18.11 g,0.010 g,0.014 g,Fruits,Fruits (Vegan)
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast",100 g,213,3.7g,27.10 g,0.90 g,11.20 g,0.0 g,0.00 g,3.666 g,5.038 g,Protein,Red Meat
"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast",100 g,239,4.8g,26.80 g,1.10 g,14.10 g,0.0 g,0.00 g,4.824 g,6.388 g,Protein,Red Meat
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin",100 g,198,3.3g,30.70 g,0.00 g,8.32 g,0.0 g,0.00 g,3.296 g,3.728 g,Protein,Red Meat
"Pork, broiled, cooked, with added solution, separable lean and fat, boneless, top loin (chops), loin, fresh",100 g,198,3.3g,28.33 g,0.02 g,9.42 g,0.0 g,0.00 g,3.268 g,3.819 g,Protein,Red Meat
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, bone-in, trotter off, leg, fresh, imported, Australian",100 g,131,1.8g,23.11 g,0.00 g,4.33 g,0.0 g,0.00 g,1.774 g,1.815 g,Protein,Other
"Lamb, cooked, choice, trimmed to 1/4"" fat, separable lean only, composite of trimmed retail cuts, domestic",100 g,206,3.4g,28.22 g,0.00 g,9.52 g,0.0 g,0,3.400 g,4.170 g,Protein,Other
"Beef, raw, separable lean and fat, boneless, tenderloin steak/roast, loin, grass-fed, imported, Australian",100 g,151,3.4g,20.53 g,0.01 g,7.63 g,0.0 g,0.00 g,3.393 g,3.046 g,Protein,Red Meat
"Beef, raw, separable lean only, boneless, bottom round steak/roast, round, grass-fed, imported, Australian",100 g,130,2g,21.40 g,0.00 g,4.93 g,0.0 g,0.00 g,1.959 g,2.129 g,Protein,Red Meat
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",100 g,166,1.4g,29.94 g,0.00 g,4.26 g,0.0 g,0.00 g,1.439 g,1.713 g,Protein,Red Meat
"Beef, raw, select, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",100 g,133,1.6g,20.52 g,0.00 g,5.71 g,0.0 g,0.00 g,1.610 g,3.670 g,Protein,Red Meat
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",100 g,139,2.4g,20.67 g,0.00 g,6.21 g,0.0 g,0.00 g,2.354 g,2.938 g,Protein,Red Meat
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, roast, bottom round, round",100 g,218,4.4g,26.41 g,0.00 g,11.64 g,0.0 g,0.00 g,4.418 g,4.964 g,Protein,Red Meat
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round",100 g,208,3.7g,28.31 g,0.00 g,9.65 g,0.0 g,0.00 g,3.664 g,4.117 g,Protein,Red Meat
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast or steak, chuck",100 g,145,2.8g,21.19 g,0.39 g,6.51 g,0.0 g,0.00 g,2.760 g,3.240 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",100 g,223,3.6g,30.64 g,0.00 g,11.16 g,0.0 g,0.00 g,3.647 g,4.594 g,Protein,Red Meat
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",100 g,242,4.8g,29.56 g,0.00 g,13.72 g,0.0 g,0.00 g,4.760 g,6.088 g,Protein,Red Meat
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",100 g,157,1.3g,29.52 g,0.00 g,3.43 g,0.0 g,0.00 g,1.280 g,1.438 g,Protein,Red Meat
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",100 g,217,4.6g,27.48 g,0.00 g,11.05 g,0.0 g,0.00 g,4.600 g,5.159 g,Protein,Red Meat
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, top round roast, round",100 g,157,1.4g,30.97 g,0.00 g,3.72 g,0.0 g,0.00 g,1.421 g,1.558 g,Protein,Red Meat
"Fruit salad, solids and liquids, water pack, canned, (peach and pear and apricot and pineapple and cherry)",100 g,30,,0.35 g,7.87 g,0.07 g,1.0 g,0,0.009 g,0.013 g,Vegetables,Other
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",100 g,217,3.9g,30.21 g,0.00 g,9.71 g,0.0 g,0.00 g,3.850 g,4.415 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",100 g,202,3g,30.93 g,0.00 g,7.70 g,0.0 g,0.00 g,3.036 g,3.327 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, top round steak, round",100 g,162,1.5g,29.70 g,0.00 g,3.85 g,0.0 g,0.00 g,1.502 g,1.646 g,Protein,Red Meat
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, top round steak, round",100 g,170,1.8g,30.12 g,0.00 g,4.62 g,0.0 g,0.00 g,1.769 g,2.084 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",100 g,206,3.6g,28.45 g,0.00 g,9.35 g,0.0 g,0.00 g,3.648 g,3.785 g,Protein,Red Meat
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast or steak, chuck",100 g,134,2.6g,21.03 g,0.19 g,5.41 g,0.0 g,0.00 g,2.572 g,5.868 g,Protein,Red Meat
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast",100 g,204,3.1g,31.03 g,0.00 g,8.92 g,0.0 g,0.00 g,3.112 g,3.887 g,Protein,Red Meat
"Beef, braised, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, bottom round, round",100 g,247,4.5g,32.76 g,0.00 g,11.87 g,0.0 g,0.00 g,4.506 g,5.064 g,Protein,Red Meat
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, eye of round steak, round",100 g,158,1.5g,29.94 g,0.00 g,4.26 g,0.0 g,0.00 g,1.476 g,1.757 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, eye of round steak, round",100 g,149,1.3g,29.52 g,0.00 g,3.43 g,0.0 g,0.00 g,1.313 g,1.476 g,Protein,Red Meat
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, top round roast, round",100 g,163,1.8g,30.08 g,0.00 g,4.79 g,0.0 g,0.00 g,1.837 g,2.158 g,Protein,Red Meat
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",100 g,188,3.5g,27.26 g,0.00 g,8.82 g,0.0 g,0.00 g,3.533 g,3.937 g,Protein,Red Meat
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",100 g,174,2.8g,27.38 g,0.00 g,7.12 g,0.0 g,0.00 g,2.812 g,2.969 g,Protein,Red Meat
"Lamb, slow roasted, cooked, separable lean only, boneless, rolled, netted shoulder, imported, New Zealand",100 g,199,3.3g,25.14 g,0.00 g,10.91 g,0.0 g,0.00 g,3.262 g,2.324 g,Protein,Other
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, under blade steak, chuck",100 g,222,4.3g,30.91 g,0.00 g,10.91 g,0.0 g,0.00 g,4.253 g,5.551 g,Protein,Red Meat
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, under blade steak, chuck",100 g,215,3.6g,32.01 g,0.00 g,9.66 g,0.0 g,0.00 g,3.567 g,4.259 g,Protein,Red Meat
"Beef, raw, separable lean only, boneless, ribeye steak/roast lip-on, rib, grass-fed, imported, Australian",100 g,160,3.6g,21.47 g,0.00 g,8.20 g,0.0 g,0.00 g,3.596 g,3.522 g,Protein,Red Meat
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast/filet",100 g,187,3.5g,21.10 g,0.30 g,11.30 g,0.0 g,0.00 g,3.547 g,4.801 g,Protein,Red Meat
"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib eye",100 g,234,4.9g,27.95 g,0.00 g,12.71 g,0.0 g,0.00 g,4.934 g,5.205 g,Protein,Red Meat
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, boneless, tenderloin, fresh, imported, Australian",100 g,143,2.3g,23.23 g,0.00 g,5.52 g,0.0 g,0.00 g,2.255 g,2.087 g,Protein,Other
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",100 g,187,3.5g,27.96 g,0.00 g,8.34 g,0.0 g,0.00 g,3.451 g,3.746 g,Protein,Red Meat
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",100 g,202,4g,28.28 g,0.00 g,9.83 g,0.0 g,0.00 g,3.984 g,5.018 g,Protein,Red Meat
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",100 g,163,3.5g,22.43 g,0.00 g,8.17 g,0.0 g,0.00 g,3.478 g,3.941 g,Protein,Red Meat
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",100 g,181,2.2g,32.96 g,0.00 g,5.44 g,0.0 g,0.00 g,2.238 g,2.695 g,Protein,Red Meat
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",100 g,197,2.7g,33.55 g,0.00 g,6.94 g,0.0 g,0.00 g,2.708 g,3.275 g,Protein,Red Meat
"Lamb, roasted, cooked, separable lean only, whole (shank and sirloin), leg, frozen, imported, New Zealand",100 g,181,3.1g,27.68 g,0.00 g,7.01 g,0.0 g,0,3.050 g,2.750 g,Protein,Other
"Lamb, raw, trimmed to 1/4"" fat, separable lean only, cubed for stew or kabob (leg and shoulder), domestic",100 g,134,1.9g,20.21 g,0.00 g,5.28 g,0.0 g,0,1.890 g,2.130 g,Protein,Other
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, boneless, top sirloin cap steak, loin",100 g,191,4.6g,19.90 g,0.00 g,12.40 g,0.0 g,0.00 g,4.619 g,6.500 g,Protein,Red Meat
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, steak, tip side, knuckle, round",100 g,174,2.2g,28.79 g,0.00 g,5.71 g,0.0 g,0.00 g,2.218 g,2.666 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, tip side, knuckle, round",100 g,160,1.3g,29.24 g,0.00 g,3.91 g,0.0 g,0.00 g,1.267 g,1.385 g,Protein,Red Meat
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, top sirloin petite roast/filet, loin",100 g,132,1.4g,23.03 g,0.00 g,4.40 g,0.0 g,0.00 g,1.392 g,1.917 g,Protein,Red Meat
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, top sirloin petite roast/filet, loin",100 g,122,1.1g,23.05 g,0.00 g,3.35 g,0.0 g,0.00 g,1.125 g,1.384 g,Protein,Red Meat
"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, steak, top loin, short loin",100 g,189,2.7g,29.30 g,0.00 g,7.09 g,0.0 g,0.00 g,2.700 g,2.831 g,Protein,Red Meat
"Turkey sausage, cooked (include BUTTERBALL breakfast links turkey sausage), brown and serve, reduced fat",100 g,204,2.9g,17.00 g,10.92 g,10.30 g,0.3 g,0.00 g,2.871 g,3.876 g,Protein,Poultry
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, roast, bottom round, round",100 g,187,2.8g,27.42 g,0.00 g,7.72 g,0.0 g,0.00 g,2.773 g,3.266 g,Protein,Red Meat
"Pork, broiled, cooked, with added solution, separable lean only, boneless, top loin (chops), loin, fresh",100 g,170,2g,29.65 g,0.00 g,5.73 g,0.0 g,0.00 g,1.957 g,2.293 g,Protein,Red Meat
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, top sirloin filet, loin",100 g,165,1.5g,30.78 g,0.00 g,4.68 g,0.0 g,0.00 g,1.541 g,2.167 g,Protein,Red Meat
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, top sirloin filet, loin",100 g,174,2g,30.45 g,0.00 g,5.83 g,0.0 g,0.00 g,1.978 g,2.718 g,Protein,Red Meat
"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast",100 g,206,3.5g,28.24 g,0.88 g,9.97 g,0.0 g,0.00 g,3.498 g,4.421 g,Protein,Red Meat
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast",100 g,179,2.3g,28.48 g,0.74 g,6.95 g,0.0 g,0.00 g,2.290 g,3.024 g,Protein,Red Meat
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, ribeye petite roast",100 g,178,2.6g,28.15 g,0.00 g,7.31 g,0.0 g,0.00 g,2.587 g,3.133 g,Protein,Red Meat
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye roast",100 g,202,3.6g,28.72 g,0.00 g,9.68 g,0.0 g,0.00 g,3.556 g,4.037 g,Protein,Red Meat
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, bottom round, round",100 g,223,3.2g,33.56 g,0.00 g,8.86 g,0.0 g,0.00 g,3.184 g,3.751 g,Protein,Red Meat
